rand,setID,id,collection,dc.audience,dc.contributor,dc.contributor.advisor,dc.contributor.editor,dc.contributor.sponsor,dc.creator,dc.date.accessioned,dc.date.available,dc.date.created,dc.date.issued,dc.date.updated,dc.description.abstract[en],dc.description.sponsorship[en],dc.description.tableofcontents[en],dc.description[en],dc.format.extent[en],dc.format.medium[en],dc.format.mimetype,dc.identifier.citation[en],dc.identifier.doi,dc.identifier.isbn,dc.identifier.issn,dc.identifier.other,dc.identifier.uri,dc.identifier.url,dc.language.iso,dc.provenance,dc.publisher,dc.relation.ispartof[en],dc.relation.ispartofseries,dc.relation.ispartofseries[en],dc.relation.uri[en],dc.rights.requestable[en],dc.rights.uri,dc.rights[en],dc.subject.lcsh[en],dc.subject[en],dc.title.alternative[en],dc.title[en],dc.type[en],local.department[en],local.embargo.lift,local.embargo.terms,,Verbs,Relevance,ActivityType
1,517,dfe2212a-a46c-436b-88f2-01ac4a9eeb68,1969.1/93296,,,,,,"Saslow, WM||Agnolet, Glenn||Campbell, CE||Clements, BE||Krotscheck, E.",2012-09-19T20:00:35Z,2012-09-19T20:00:35Z,,1996,,"Thin liquid He-4 films on graphite show evidence of layered growth with increasing number density via a succession of first-order phase transitions. These so-called ''layering transitions'' separate uniformly covering phases, such as monolayers and bilayers. The present work is a detailed theoretical study of such layering transitions using a Maxwell construction. We model the graphite surface by a strong substrate potential, and using a microscopic variational theory we obtain the uniform coverage solutions for liquid helium. For each layer, the theory yields the chemical potential mu and surface tension alpha as functions of coverage n, and from this we deduce mu(a). For each set of adjacent layers, we then obtain the crossing point in the curves of mu(alpha). In this way we obtain the values of mu, alpha, and surface coverages for the transition. Particular attention is paid to the monolayer-bilayer transition.",,,,,,,"WM Saslow, Glenn Agnolet, CE Campbell, BE Clements and E. Krotscheck. Phys.Rev.B 54 6532-6538 1996.""Copyright (1996) by the American Physical Society.""",,,,,http://dx.doi.org/10.1103/PhysRevB.54.6532||http://hdl.handle.net/1969.1/146768,,en,,American Physical Society,,,,,,,This work is archived in the Texas A&M Digital Repository with the express permission of the rights holder (commonly but not always the publisher). A copy of the permission document is on file with the Texas A&M University Libraries.,,HE-4 FILMS||MIXTURE FILMS||QUANTUM-SYSTEMS||BINDING-ENERGY||HEAT-CAPACITY||GROUND-STATE||MONTE-CARLO||SURFACE||LIQUID-HE-4||GRAPHITE||Physics,,Theory of first-order layering transitions in thin helium films,Article,Physics and Astronomy,,,,,,
2,518,5a77f3b0-375c-49dc-99d2-22814c3f220b,1969.1/93296,,,,,,"Rathnayaka, KDD||Bhatnagar, AK||Parasiris, A.||Naugle, Donald G.",2012-09-19T20:00:35Z,2012-09-19T20:00:35Z,,1997,,"The in-plane resistivity, in-plane absolute thermopower, and upper critical held measurements are reported for single-crystal samples of YNi2B2C and LuNi2B2C superconductors. The in-plane resistivity shows metallic behavior and varies approximately linearly with temperature near room temperature (RT) but shows nearly quadratic behavior in temperature at low temperatures. The YNi2B2C and LuNi2B2C single-crystal samples exhibit large transverse magnetoresistance (approximate to 6-8% at 45 kOe) in the ab plane. The absolute thermopower S(T) is negative from RT to the superconducting transition temperature T-c. Its magnitude at RT is a few times of the value for a typical good metal. S(T) is approximately linear in temperature between approximate to 150 K and RT. Extrapolation to T = 0 gives large intercepts (few mu V/K) for both samples suggesting the presence of a much larger ''knee'' than would be expected from electron-phonon interaction renormalization effects. The upper critical fields for H parallel and perpendicular to the c axis and the superconducting parameters derived from it do not show any anisotropy for the YNi2B2C single-crystal samples in agreement with magnetization and torque magnetometry measurements, but a small anisotropy is observed for the LuNi2B2C single crystals. The analysis shows that these are moderately strong-coupling type-II superconductors (similar to the A-15 compounds) with a value of the electron-phonon coupling parameter lambda(0) approximately equal to 1.2 for YNi2B2C and 1.0 for LuNi2B2C, the Ginzburg-Landau coherence length xi(0) approximately equal to 70 Angstrom, and H-c2(0) similar to 60-70 kOe. The temperature dependence of the upper critical field shows a positive curvature near T-c in disagreement with the Werthamer, Helfand, Hohenberg, and Maki (WHHM) theory but in agreement with a recent solution of the Gor'kov equation using a basis formed by Landau levels (Bahcall); however, the data show a severe disagreement between the observed low-temperature behavior of H-c2(T) and that predicted either by WHHM or Bahcall's expressions.",,,,,,,"KDD Rathnayaka, AK Bhatnagar, A. Parasiris and Donald G. Naugle. Phys.Rev.B 55 8506-8519 1997.""Copyright (1997) by the American Physical Society.""",,,,,http://dx.doi.org/10.1103/PhysRevB.55.8506||http://hdl.handle.net/1969.1/146769,,en,,American Physical Society,,,,,,,This work is archived in the Texas A&M Digital Repository with the express permission of the rights holder (commonly but not always the publisher). A copy of the permission document is on file with the Texas A&M University Libraries.,,UPPER CRITICAL-FIELD||HIGH-TC SUPERCONDUCTORS||ELECTRON-PHONON||INTERACTIONS||SAMPLE THICKNESS VARIATIONS||MAGNETIC-PROPERTIES||BORIDE-CARBIDE||BOROCARBIDE SUPERCONDUCTORS||LINEAR MAGNETORESISTANCE||INTERMETALLIC COMPOUNDS||YNI2B2C||Physics,,"Transport and superconducting properties of RNi2B2C (R=Y, Lu) single crystals",Article,Physics and Astronomy,,,,,,
3,519,911565c6-f590-46b6-911e-ae6b491afbb3,1969.1/93296,,,,,,"Abanov, Artem||Kashuba, A.||Pokrovsky, Valery L.",2012-09-19T20:00:35Z,2012-09-19T20:00:35Z,,1997,,"In a two-dimensional XY ferromagnet the dipole force induces a strong interaction between spin waves in the long-wavelength limit. The major effect of this interaction is the transformation of a propagating spin wave into a diffusion mode. We study the anomalous dynamics of such diffusion modes. We find that the Janssen-De Dominics functional, which governs this dynamics, approaches the non-Gaussian fixed point. A spin wave propagates by an anomalous anisotropic diffusion with the dispersion relation: i omega similar to k(y)(Delta y) and i omega similar to k(x)(Delta x), where Delta(y)=47/27 and Delta(x)=47/36. The low-frequency response to the external magnetic field is found.",,,,,,,"Artem Abanov, A. Kashuba and Valery L. Pokrovsky. Phys.Rev.B 56 3181-3195 1997.""Copyright (1997) by the American Physical Society.""",,,,,http://dx.doi.org/10.1103/PhysRevB.56.3181||http://hdl.handle.net/1969.1/146770,,en,,American Physical Society,,,,,,,This work is archived in the Texas A&M Digital Repository with the express permission of the rights holder (commonly but not always the publisher). A copy of the permission document is on file with the Texas A&M University Libraries.,,LOW-ENERGY PROPERTIES||CRITICAL-DYNAMICS||SYSTEMS||RENORMALIZATION||FERMIONS||Physics,,Long-wavelength anomalous diffusion mode in the two-dimensional XY dipole magnet,Article,Physics and Astronomy,,,,,,
5,521,3b3d3d40-53c1-47fc-89fa-39002fad35a6,1969.1/93296,,,,,,"Kalatsky, VA||Pokrovsky, Valery L.",2012-09-19T20:00:36Z,2012-09-19T20:00:36Z,,1998,,"We demonstrate that the system of localized magnetic moments in HoNi2B2C can be described by the four-positional clock model. This model, at a proper choice of the coupling constants, yields several metamagnetic phases in magnetic field at zero temperature in full agreement with the experimental phase diagram. The model incorporates couplings between non-nearest neighbors in the direction perpendicular to the ferromagnetic planes. The same model leads to a c-modulated magnetic phase near the Curie temperature. The theoretical value of the modulation wave vector agrees surprisingly well with that observed by the neutron-diffraction experiment without new adjustable parameters.",,,,,,,"VA Kalatsky and Valery L. Pokrovsky. Phys.Rev.B 57 5485-5488 1998.""Copyright (1998) by the American Physical Society.""",,,,,http://dx.doi.org/10.1103/PhysRevB.57.5485||http://hdl.handle.net/1969.1/146772,,en,,American Physical Society,,,,,,,This work is archived in the Texas A&M Digital Repository with the express permission of the rights holder (commonly but not always the publisher). A copy of the permission document is on file with the Texas A&M University Libraries.,,ANTIFERROMAGNETIC SUPERCONDUCTOR HONI2B2C||SINGLE-CRYSTAL HONI2B2C||ISING-MODEL||ORDER||Physics,,Microscopic model for the magnetic subsystem in HoNi2B2C,Article,Physics and Astronomy,,,,,,
6,522,52d2dc64-1ebc-476e-b7f4-d38348cfaaae,1969.1/93296,,,,,,"Graves, JS||Allen, Roland E.",2012-09-19T20:00:36Z,2012-09-19T20:00:36Z,,1998,,"Motivated by recent experiments, we have performed simulations which show in detail how the electrons and ions in GaAs respond to fast intense laser pulses (with durations of order 100 fs and intensities of order 1-10 TW/cm(2)). The method of tight-binding electron-ion dynamics is used, in which an arbitrarily strong radiation field is included through a time-dependent Peierls substitution. The population of excited electrons, the atomic displacements, the atomic pair-correlation function, the band structure, and the imaginary part of the dielectric function are all calculated as functions of time, during and after application of each pulse. Above a threshold intensity, which results in promotion of about 10% of the electrons to the conduction band, the lattice is destabilized and the band gap collapses to zero. This is most clearly revealed in the dielectric function epsilon(omega), which exhibits metallic behavior and loses its structural features after 100-200 fs. [S0163-1829(98)01843-8].",,,,,,,"JS Graves and Roland E. Allen. Phys.Rev.B 58 13627-13633 1998.""Copyright (1998) by the American Physical Society.""",,,,,http://dx.doi.org/10.1103/PhysRevB.58.13627||http://hdl.handle.net/1969.1/146773,,en,,American Physical Society,,,,,,,This work is archived in the Texas A&M Digital Repository with the express permission of the rights holder (commonly but not always the publisher). A copy of the permission document is on file with the Texas A&M University Libraries.,,ELECTRON-HOLE PLASMA||INDUCED PHASE-TRANSITIONS||HELLMANN-FEYNMAN||THEOREM||TIGHT-BINDING THEORY||SEMICONDUCTORS||SI||INSTABILITY||DYNAMICS||SILICON||SURFACE||Physics,,Response of GaAs to fast intense laser pulses,Article,Physics and Astronomy,,,,,,
1,523,9acecda4-9952-4cdf-a656-fd8f53bf11d8,1969.1/93296,,,,,,"Zhu, JX||Kim, WK||Ting, CS||Hu, Chia-Ren.",2012-09-19T20:00:36Z,2012-09-19T20:00:36Z,,1998,,wA set of coupled time-dependent Ginzburg-Landau equations (TDGL) for superconductors of mixed d- and s-wave symmetry are derived microscopically from the Gor'kov equations by using the analytical continuation technique. The scattering effects due to impurities with both nonmagnetic and magnetic interactions are considered. We find that the d- and a-wave components of the order parameter can have very different relaxation times in the presence of nonmagnetic impurities. This result is contrary to a set of phenomenologically proposed TDGL equations and thus may lead to new physics in the dynamics of flux motion. [S0163-1829(98)02946-4].,,,,,,,"JX Zhu, WK Kim, CS Ting and Chia-Ren HU. Phys.Rev.B 58 15020-15034 1998.""Copyright (1998) by the American Physical Society.""",,,,,http://dx.doi.org/10.1103/PhysRevB.58.15020||http://hdl.handle.net/1969.1/146774,,en,,American Physical Society,,,,,,,This work is archived in the Texas A&M Digital Repository with the express permission of the rights holder (commonly but not always the publisher). A copy of the permission document is on file with the Texas A&M University Libraries.,,VORTEX STRUCTURE||PAIRING STATE||SYMMETRY||VORTICES||Physics,,Time-dependent Ginzburg-Landau equations for mixed d- and s-wave superconductors,Article,Physics and Astronomy,,,,,,
2,524,417398fe-8db7-4186-91d6-1f29041738ce,1969.1/93296,,,,,,"Dumitrica, T.||Graves, JS||Allen, Roland E.",2012-09-19T20:00:37Z,2012-09-19T20:00:37Z,,1998,,"Using a new formalism that modifies a tight-binding Hamiltonian to include interaction with a time-dependent electromagnetic field, we have obtained an analytical expression for the second-order susceptibility. This expression has been used to calculate the energy dependence of X-(2)(omega) for GaAs. The results are in agreement with previous calculations and with available experimental data. [S0163-1829(98)01848-7].",,,,,,,"T. Dumitrica, JS Graves and Roland E. Allen. Phys.Rev.B 58 15340-15343 1998.""Copyright (1998) by the American Physical Society.""",,,,,http://dx.doi.org/10.1103/PhysRevB.58.15340||http://hdl.handle.net/1969.1/146775,,en,,American Physical Society,,,,,,,This work is archived in the Texas A&M Digital Repository with the express permission of the rights holder (commonly but not always the publisher). A copy of the permission document is on file with the Texas A&M University Libraries.,,SEMICONDUCTORS||GAAS||CRYSTALS||Physics,,Second-order susceptibility from a tight-binding Hamiltonian,Article,Physics and Astronomy,,,,,,
3,525,1e384018-832d-402f-8363-56560efab15d,1969.1/93296,,,,,,"Abanov, Artem||Pokrovsky, Valery L.",2012-09-19T20:00:37Z,2012-09-19T20:00:37Z,,1998,,"Skyrmions are magnetic defects in ultrathin magnetic films, similar to the bubble domains in the thicker films. Even weak uniaxial anisotropy determines their radii unambiguously. We derive equations of slow dynamics for Skyrmions. We show that the discreteness of the lattice in an isotropic two-dimensional magnet leads to a slow rotation of the local magnetization in the Skyrmion and even a small dissipation leads to decay of the Skyrmion. The radius of such a Skyrmion as a function of time is calculated. We prove that uniaxial anisotropy stabilizes the Skyrmion and study the relaxation process. [S0163-1829(98)50438-9].",,,,,,,"Artem Abanov and Valery L. Pokrovsky. Phys.Rev.B 58 R8889-R8892 1998.""Copyright (1998) by the American Physical Society.""",,,,,http://dx.doi.org/10.1103/PhysRevB.58.R8889||http://hdl.handle.net/1969.1/146776,,en,,American Physical Society,,,,,,,This work is archived in the Texas A&M Digital Repository with the express permission of the rights holder (commonly but not always the publisher). A copy of the permission document is on file with the Texas A&M University Libraries.,,SPIN||INTEGER||Physics,,Skyrmion in a real magnetic film,Article,Physics and Astronomy,,,,,,
5,527,cdfaba85-8368-4ca8-8cf1-089146ae67b4,1969.1/93296,,,,,,"Hu, Chia-Ren||Yan, XZ.",2012-09-19T20:00:38Z,2012-09-19T20:00:38Z,,1999,,"It has been noted that the sizable areal density of midgap states which must exist on any non-{n0m} surface of a d-wave superconductor can lead to a giant magnetic moment. Here we show that this effect is observable, and discuss two precise ways to observe it: (i) by directly measuring magnetic moment in a system with a large density of internal {110} surfaces, or (ii) by performing spin-polarized tunneling on a {110} surface. In both cases, a sufficiently large magnetic field should be applied in the [1 (1) over bar 0] direction. Observing these predictions in high-T(c) superconductors can provide a strong confirmation of the d-wave scenario for such materials. [S0163-1829(99)50942-9].",,,,,,,"Chia-Ren HU and XZ Yan. Phys.Rev.B 60 R12573-R12576 1999.""Copyright (1999) by the American Physical Society.""",,,,,http://dx.doi.org/10.1103/PhysRevB.60.R12573||http://hdl.handle.net/1969.1/146781,,en,,American Physical Society,,,,,,,This work is archived in the Texas A&M Digital Repository with the express permission of the rights holder (commonly but not always the publisher). A copy of the permission document is on file with the Texas A&M University Libraries.,,HIGH-TEMPERATURE SUPERCONDUCTORS||BIAS CONDUCTANCE PEAK||TUNNELING||SPECTROSCOPY||ANDREEV REFLECTION||PENETRATION DEPTH||SINGLE-CRYSTALS||MIDGAP STATES||JUNCTIONS||FERROMAGNET||SYMMETRY||Physics,,Predicted giant magnetic moment on non-{n0m} surfaces of d-wave superconductors,Article,Physics and Astronomy,,,,,,
6,528,22b0261c-ae77-4d0c-9b93-4929c5536466,1969.1/93296,,,,,,"Yan, XZ||Zhao, HW||Hu, Chia-Ren.",2012-09-19T20:00:39Z,2012-09-19T20:00:39Z,,2000,,"On the basis of the Keldysh method of nonequilibrium systems, we develop a theory of electron tunneling in normal-metal-superconductor junctions. By using the tunneling Hamiltonian model (being appropriate for the tight-binding systems), the tunneling current can be exactly obtained in terms of the equilibrium Green functions of the normal metal and the superconductor. We calculate the conductance of various junctions. The discrepancy bt:tween the present treatment and the well-known scheme by Blender, Tinkham, and Klapwijk is found for some junctions of low interfacial potential barrier.",,,,,,,"XZ Yan, HW Zhao and Chia-Ren HU. Phys.Rev.B 61 14759-14764 2000.""Copyright (2000) by the American Physical Society.""",,,,,http://dx.doi.org/10.1103/PhysRevB.61.14759||http://hdl.handle.net/1969.1/146782,,en,,American Physical Society,,,,,,,This work is archived in the Texas A&M Digital Repository with the express permission of the rights holder (commonly but not always the publisher). A copy of the permission document is on file with the Texas A&M University Libraries.,,SURFACE-STATES||SUPERCONDUCTORS||Physics,,Electron transport in normal-metal/superconductor junctions,Article,Physics and Astronomy,,,,,,
1,529,a361f4a7-8bb7-4050-8a50-68b6d21b1834,1969.1/93296,,,,,,"Zhu, JX||Lee, TK||Ting, CS||Hu, Chia-Ren.",2012-09-19T20:00:39Z,2012-09-19T20:00:39Z,,2000,,"The quasiparticle resonant states around a single nonmagnetic impurity with unitary scattering in a d-wave superconductor is studied by solving the Bogoliubov-de Gennes equations based on a t-J model. Both the spatial variation of the order parameter and the local density of states (LDOS) around the impurity have been investigated. We find that (i) a particle-hole symmetric system has a single symmetric zero-energy peak in the LDOS regardless of the size of the superconducting coherence length xi(0); (ii) for the particle-hole asymmetric case, an asymmetric splitting of the zero-energy peak is intrinsic to a system with a small value of k(F)xi(0).",,,,,,,"JX Zhu, TK Lee, CS Ting and Chia-Ren HU. Phys.Rev.B 61 8667-8670 2000.""Copyright (2000) by the American Physical Society.""",,,,,http://dx.doi.org/10.1103/PhysRevB.61.8667||http://hdl.handle.net/1969.1/146783,,en,,American Physical Society,,,,,,,This work is archived in the Texas A&M Digital Repository with the express permission of the rights holder (commonly but not always the publisher). A copy of the permission document is on file with the Texas A&M University Libraries.,,BOUND-STATES||LOCALIZATION||CONDUCTANCE||SCATTERING||Physics,,Quasiparticle resonant states induced by a unitary impurity in a d-wave superconductor,Article,Physics and Astronomy,,,,,,
2,530,28d89ffc-f146-494c-96e3-8a974eba5ad7,1969.1/93296,,,,,,"Zhao, HW||Hu, Chia-Ren.",2012-09-19T20:00:39Z,2012-09-19T20:00:39Z,,2000,,"We study the local single-particle tunneling characteristics [as observed with scanning tunnel microscopy (STM)] for N-D and S-D tunneling, where D is a d-wave superconductor with a {100}{110} grain boundary. The tunneling Hamiltonian method is used. The self-consistent order parameter is first determined using the quasiclassical Green's-function method, and then the tunneling characteristics at various distances from the interface, reflectivity of the interface, and temperature, are studied. For N-D tunneling, a zero-bias conductance peak (ZBCP) occurs near the interface, with diminishing magnitude away from it. For S-D tunneling, the ZBCP splits to exhibit the gap of the s-wave low-T-c superconducting tunneling tip, and there is a range of negative conductance just outside the peaks, when the tunneling point is near the grain boundary. The results are compared with those obtained by using a constant order parameter in each grain.",,,,,,,"HW Zhao and Chia-Ren HU. Phys.Rev.B 62 1308-1318 2000.""Copyright (2000) by the American Physical Society.""",,,,,http://dx.doi.org/10.1103/PhysRevB.62.1308||http://hdl.handle.net/1969.1/146784,,en,,American Physical Society,,,,,,,This work is archived in the Texas A&M Digital Repository with the express permission of the rights holder (commonly but not always the publisher). A copy of the permission document is on file with the Texas A&M University Libraries.,,HIGH-TEMPERATURE SUPERCONDUCTORS||BIAS CONDUCTANCE PEAK||PAIRING||SYMMETRY||SURFACE-STATES||ANDREEV REFLECTION||ORDER-PARAMETER||CURRENT-VOLTAGE||THIN-FILMS||JUNCTIONS||YBA2CU3O7-DELTA||Physics,,Local tunneling characteristics near a grain boundary of a d-wave superconductor as probed by a normal-metal or a low-T-c-superconductor STM tip,Article,Physics and Astronomy,,,,,,
3,531,167641d9-4947-4964-ac5c-0a3d217e3707,1969.1/93296,,,,,,"Fedorus, A.||Kolthoff, D.||Koval, V.||Lyuksyutov, Igor F.||Naumovets, AG||Pfnur, H.",2012-09-19T20:00:39Z,2012-09-19T20:00:39Z,,2000,,"Experimental studies of the phase transitions in the adsorption system Li/Mo(112) are presented. This system is a model system for highly anisotropic interactions. From measurements of the half-widths of the low-energy electron diffraction spot profiles a phase diagram is derived for the whole submonolayer region of coverage in the temperature range 100-500 K. The commensurate low-coverage phases below theta=0.6 form chains normal to the troughs of the substrate. The commensurate p(4X1) phase, which is completed at a coverage, theta, of 0.25 monolayers (ML), seems to he truly long range ordered, whereas the p(2x1) phase at theta=0.5 still contains domain boundaries even at the lowest temperature of 100 K. Both undergo temperature driven order-disorder phase transitions. In contrast, the incommensurate phases existing in the coverage range theta=0.66-0.90 form chains along the troughs, which are only weakly coupled normal to the troughs of the substrate. These phases exhibit two coverage-driven phase transitions from rectangular to oblique units cells and back at critical coverages of 0.66 and 0.85, respectively, and represent floating solids. As a function of temperature, they undergo a two-dimensional melting transition. Close to the critical coverages, the melting temperatures show a sharp drop below the temperature range accessible in our experiments. Both functional dependences of the angular deviation from 90 degrees and of the melting temperature on coverage are in good agreement with a phenomenological theoretical model, assuming an instability of the shear modulus of the adsorbate unit cell at the critical coverages.",,,,,,,"A. Fedorus, D. Kolthoff, V. Koval, Igor F. Lyuksyutov, AG Naumovets and H. Pfnur. Phys.Rev.B 62 2852-2861 2000.""Copyright (2000) by the American Physical Society.""",,,,,http://dx.doi.org/10.1103/PhysRevB.62.2852||http://hdl.handle.net/1969.1/146785,,en,,American Physical Society,,,,,,,This work is archived in the Texas A&M Digital Repository with the express permission of the rights holder (commonly but not always the publisher). A copy of the permission document is on file with the Texas A&M University Libraries.,,OXYGEN||Physics,,Phase transitions in the adsorption system Li/Mo(112),Article,Physics and Astronomy,,,,,,
5,533,114fa341-d475-4deb-b0f5-dc1b7ef570a7,1969.1/93296,,,,,,"Forbert, HA||Chin, Siu A.",2012-09-19T20:00:40Z,2012-09-19T20:00:40Z,,2001,,"By decomposing the important sampled imaginary time Schrodinger evolution operator to fourth order with positive coefficients, we derived a number of distinct fourth-order diffusion Monte Carlo algorithms. These sophisticated algorithms require higher derivatives of the drift velocity and local energy and are more complicated to program. However, they allowed very large time steps to be used, converged faster with lesser correlations, and virtually eliminated the step size error. We demonstrated the effectiveness of these quartic algorithms by solving for the ground-state energy and radial density distribution of bulk liquid helium.",,,,,,,"HA Forbert and Siu A. Chin. Phys.Rev.B 63 144518 2001.""Copyright (2001) by the American Physical Society.""",,,,,http://dx.doi.org/10.1103/PhysRevB.63.144518||http://hdl.handle.net/1969.1/146787,,en,,American Physical Society,,,,,,,This work is archived in the Texas A&M Digital Repository with the express permission of the rights holder (commonly but not always the publisher). A copy of the permission document is on file with the Texas A&M University Libraries.,,SYSTEMS||HELIUM||ENERGY||Physics,,Fourth-order diffusion Monte Carlo algorithms for solving quantum many-body problems,Article,Physics and Astronomy,,,,,,
6,534,a6a1e505-c8f4-4b37-82fc-c66bd83f85e4,1969.1/93296,,,,,,"Lue, CS||Oner, Y.||Naugle, Donald G.||Ross, JH.",2012-09-19T20:00:40Z,2012-09-19T20:00:40Z,,2001,,"Magnetic and transport measurements indicate FeAl2 to be an ordered intermetallic spin glass, with canonical behavior including a susceptibility cusp at T-f = 35 K and frequency-dependent susceptibility below T-f. The field-cooled and zero-held-cooled magnetization diverge below T-f, with hysteresis characteristic of a spin glass. A resistivity minimum just above T-f is explained in terms of coherent magnetic scattering. This behavior is common to spin glasses with short-range interactions among f-electron moments and indicates a similar spin configuration in these materials.",,,,,,,"CS Lue, Y. Oner, Donald G. Naugle and JH Ross. Phys.Rev.B 63 184405 2001.""Copyright (2001) by the American Physical Society.""",,,,,http://dx.doi.org/10.1103/PhysRevB.63.184405||http://hdl.handle.net/1969.1/146788,,en,,American Physical Society,,,,,,,This work is archived in the Texas A&M Digital Repository with the express permission of the rights holder (commonly but not always the publisher). A copy of the permission document is on file with the Texas A&M University Libraries.,,SUSCEPTIBILITY MEASUREMENTS||ISING-MODEL||ALLOYS||AL||CRYSTALLINE||TRANSITION||MN||RESISTIVITY||MOSSBAUER||ALUMINUM||Physics,,Spin glass behavior in FeAl2,Article,Physics and Astronomy,,,,,,
1,535,502aec40-56d6-4d85-ace0-b94516aef5fa,1969.1/93296,,,,,,"Torralva, B.||Niehaus, TA||Elstner, M.||Suhai, S.||Frauenheim, T.||Allen, Roland E.",2012-09-19T20:00:40Z,2012-09-19T20:00:40Z,,2001,,"In this paper we introduce a method for realistic simulations of nonadiabatic processes, including the interaction of light with matter. Calculations of the response Of C(60) and carbon chains to laser pulses demonstrate that even rather subtle features are correctly described. For example, in C(60) the pentagonal-pinch models dominant at low fluence, the breathing mode is dominant at high fluence, and dimers are preferentially emitted during photofragmentation. In carbon chains, on the other hand, trimers tend to be broken off. After collisional fragmentation, the remnants of a C(60) molecule tend to reform their bonds, yielding new 5, 6, or 7 membered rings.",,,,,,,"B. Torralva, TA Niehaus, M. Elstner, S. Suhai, T. Frauenheim and Roland E. Allen. Phys.Rev.B 64 153105 2001.""Copyright (2001) by the American Physical Society.""",,,,,http://dx.doi.org/10.1103/PhysRevB.64.153105||http://hdl.handle.net/1969.1/146789,,en,,American Physical Society,,,,,,,This work is archived in the Texas A&M Digital Repository with the express permission of the rights holder (commonly but not always the publisher). A copy of the permission document is on file with the Texas A&M University Libraries.,,DENSITY-FUNCTIONAL THEORY||CARBON||FRAGMENTATION||SIMULATIONS||FULLERENE||DYNAMICS||SYSTEMS||Physics,,Response of C(60) and C(n) to ultrashort laser pulses,Article,Physics and Astronomy,,,,,,
2,536,253cf648-95f3-4e84-84e1-f04b2c1feff3,1969.1/93296,,,,,,"Pokrovsky, Valery L.||Sinitsyn, NA.",2012-09-19T20:00:41Z,2012-09-19T20:00:41Z,,2002,,We present an exact asymptotic solution for electron transition amplitudes in an infinite linear chain driven by an external time-dependent electric field. This solution extends the Landau-Zener theory for the case of an infinite number of states in the discrete spectrum. In addition to the transition amplitudes we calculate the effective diffusion constant.,,,,,,,"Valery L. Pokrovsky and NA Sinitsyn. Phys.Rev.B 65 153105 2002.""Copyright (2002) by the American Physical Society.""",,,,,http://dx.doi.org/10.1103/PhysRevB.65.153105||http://hdl.handle.net/1969.1/146790,,en,,American Physical Society,,,,,,,This work is archived in the Texas A&M Digital Repository with the express permission of the rights holder (commonly but not always the publisher). A copy of the permission document is on file with the Texas A&M University Libraries.,,QUANTUM||SUPERLATTICES||FIELD||WIRES||MODEL||Physics,,Landau-Zener transitions in a linear chain,Article,Physics and Astronomy,,,,,,
3,537,2850568c-c65c-49f9-a0b5-4eeb6bc202bb,1969.1/93296,,,,,,"Erdin, S.||Kayali, AF||Lyuksyutov, Igor F.||Pokrovsky, Valery L.",2012-09-19T20:00:41Z,2012-09-19T20:00:41Z,,2002,,"Here we report a method to calculate the vortex and magnetization arrangement for a system of interacting superconductors and ferromagnets separated in space. The method is based on static London-Maxwell equations and the corresponding energy. Possible superconducting vortices are included in this system. Using this method we analyze screening currents in a superconducting film induced by magnetic textures in a thin magnetic film. We assume that the two films are parallel and positioned close to each to other, but interact exclusively via magnetic fields. We also consider possible vortices within this superconducting film and their interactions with magnetic texture. As an example of such magnetic texture we use a single magnetic dot with magnetization either perpendicular or parallel to the film. We derive a condition where spontaneous formation of one, two, or more vortices and antivortices is energetically favorable. We prove that, in the case of such a circular magnetic dot with perpendicular magnetization, when the vortex emerges in the superconducting film the normal component of magnetic field near the superconducting film changes sign outside of the dot range.",,,,,,,"S. Erdin, AF Kayali, Igor F. Lyuksyutov and Valery L. Pokrovsky. Phys.Rev.B 66 014414 2002.""Copyright (2002) by the American Physical Society.""",,,,,http://dx.doi.org/10.1103/PhysRevB.66.014414||http://hdl.handle.net/1969.1/146791,,en,,American Physical Society,,,,,,,This work is archived in the Texas A&M Digital Repository with the express permission of the rights holder (commonly but not always the publisher). A copy of the permission document is on file with the Texas A&M University Libraries.,,FROZEN FLUX SUPERCONDUCTORS||THIN-FILMS||REGULAR ARRAY||DOTS||TRANSPORT||LATTICES||DIPOLES||Physics,,Interaction of mesoscopic magnetic textures with superconductors,Article,Physics and Astronomy,,,,,,
